"bron","text"
"BurgelijkWetboek02","Artikel CIX van Stb. 2016/290 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Wanneer een rechtspersoon zich krachtens artikel 18 omzet in een besloten vennootschap, worden aan de akte van omzetting gehecht:"
"BurgelijkWetboek02","indien de rechtspersoon leden heeft, de schriftelijke toestemming van ieder lid wiens aandelen niet worden volgestort door omzetting van de reserves van de rechtspersoon;"
"BurgelijkWetboek02","indien een stichting wordt omgezet, de rechterlijke machtiging daartoe."
"BurgelijkWetboek02","Wanneer een vereniging, coöperatie of onderlinge waarborgmaatschappij zich krachtens artikel 18 omzet in een besloten vennootschap, wordt ieder lid aandeelhouder. De omzetting kan niet geschieden, zolang een lid nog kan opzeggen op grond van artikel 36 lid 4."
"BurgelijkWetboek02","Na de omzetting kunnen een aandeelhouder, een vruchtgebruiker en een pandhouder de aan een aandeel verbonden rechten niet uitoefenen, zolang zij niet in het in artikel 194 bedoelde register zijn ingeschreven. Zonder zijn instemming kunnen aan hem geen winstrechtloze of stemrechtloze aandelen worden uitgegeven. Voor zover aandeelbewijzen zijn uitgegeven, vindt geen inschrijving plaats dan tegen afgifte van de aandeelbewijzen aan de vennootschap."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Op verzoek van het openbaar ministerie ontbindt de rechtbank de vennootschap, wanneer deze haar doel, door een gebrek aan baten, niet kan bereiken, en kan de rechtbank de vennootschap ontbinden, wanneer deze haar werkzaamheden tot verwezenlijking van haar doel heeft gestaakt. Het openbaar ministerie deelt de Kamer van Koophandel mee dat het voornemens is een verzoek tot ontbinding in te stellen."
"BurgelijkWetboek02","Alvorens de ontbinding uit te spreken kan de rechter de vennootschap in de gelegenheid stellen binnen een door hem te bepalen termijn het verzuim te herstellen."
"BurgelijkWetboek02","Uit alle geschriften, gedrukte stukken en aankondigingen, waarin de vennootschap partij is of die van haar uitgaan, met uitzondering van telegrammen en reclames, moeten de volledige naam van de vennootschap en haar woonplaats duidelijk blijken."
"BurgelijkWetboek02","Indien melding wordt gemaakt van het kapitaal van de vennootschap, moet daarbij in elk geval worden vermeld welk bedrag is geplaatst, en hoeveel van het geplaatste bedrag is gestort."
"BurgelijkWetboek02","Indien aandelen van de vennootschap of certificaten van aandelen zijn toegelaten tot de handel op een gereglementeerde markt als bedoeld in artikel 1:1 van de Wet op het financieel toezicht, zijn de artikelen 113 lid 6, 114 leden 1 en 3, 114a lid 1, 114b, 115 lid 2, 117 leden 6, tweede volzin, en 7, 117a leden 3 en 5, tweede volzin, 117b leden 1 tot en met 4, 117c, 119 leden 1, derde volzin, 2 en 3, 120 leden 5 en 6, 129 lid 1, tweede zin, 135 leden 1, eerste en tweede volzin, 4 en 9, 135a, 135b, 142b, 145 lid 2 en 167 tot en met 170 van toepassing in plaats van de artikelen 223 lid 1, 224 leden 1 en 3, 224a lid 1, 225, 227 lid 5, eerste volzin, 227a lid 3 en 227b. Voor de toepassing van artikel 114b wordt voor artikelen 132 lid 1, 134 lid 1, 142 lid 1, 144 lid 1 en 161a lid 1 gelezen: artikelen 242 lid 1, 244 lid 1, 252 lid 1, 254 lid 1 en 271a lid 1, en wordt voor de in artikel 114b lid 10 bedoelde certificaten en houders van certificaten gelezen: certificaten en houders van certificaten waaraan respectievelijk aan wie het vergaderrecht bedoeld in artikel 220 lid 2 toekomt. Voor de toepassing van artikelen 142b, 168 en 169 lid 3, wordt in plaats van artikel 129a gelezen artikel 239a. Voor de toepassing van artikel 169 lid 4, wordt in plaats van artikelen 129 lid 6, tweede en derde volzin, en 140 lid 5, tweede volzin, gelezen artikelen 239 lid 6, tweede en derde volzin, en 250 lid 5, tweede volzin."
"BurgelijkWetboek02","Wanneer in de statuten wordt gesproken van de houders van zoveel aandelen als tezamen een zeker gedeelte van het maatschappelijk kapitaal der vennootschap uitmaken, wordt, tenzij het tegendeel uit de statuten blijkt, onder kapitaal verstaan het geplaatste gedeelte van het maatschappelijk kapitaal."
"BurgelijkWetboek02","Voor de toepassing van de artikelen 192, 197 lid 3, 198 lid 3, 206, artikel 210 lid 7, 216 lid 1, 227 lid 2, 239 en 244 wordt onder orgaan van de vennootschap verstaan de algemene vergadering, de vergadering van houders van aandelen van een bepaalde soort of aanduiding, het bestuur, de raad van commissarissen en de gemeenschappelijke vergadering van het bestuur en de raad van commissarissen."
"BurgelijkWetboek02","Abusievelijk is een wijzigingsopdracht geformuleerd die niet geheel juist is."
"BurgelijkWetboek02","Rechten die stemrecht noch aanspraak op uitkering van winst of reserves omvatten, worden niet als aandeel aangemerkt."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Bij het nemen van het aandeel moet daarop het nominale bedrag worden gestort. Bedongen kan worden dat het nominale bedrag of een deel daarvan eerst behoeft te worden gestort na verloop van een bepaalde tijd of nadat de vennootschap het zal hebben opgevraagd."
"BurgelijkWetboek02","Een aandeelhouder kan niet geheel of gedeeltelijk worden ontheven van de verplichting tot storting, behoudens het bepaalde in artikel 208."
"BurgelijkWetboek02","De aandeelhouder en, in het geval van artikel 199, de voormalige aandeelhouder zijn niet bevoegd tot verrekening van hun schuld uit hoofde van dit artikel."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Storting op een aandeel moet in geld geschieden voor zover niet een andere inbreng is overeengekomen."
"BurgelijkWetboek02","Voor of bij de oprichting kan storting in een andere geldeenheid dan die waarin het nominale bedrag van de aandelen luidt slechts geschieden, indien de akte van oprichting vermeldt dat storting in een andere geldeenheid is toegestaan. Na de oprichting kan dit slechts geschieden met toestemming van de vennootschap, tenzij de statuten anders bepalen."
"BurgelijkWetboek02","Met storting in een andere geldeenheid dan die waarin de nominale waarde luidt wordt aan de stortingsplicht voldaan voor het bedrag waartegen het gestorte bedrag vrijelijk kan worden gewisseld in de geldeenheid waarin de nominale waarde luidt. Bepalend is de wisselkoers op de dag van de storting."
"BurgelijkWetboek02","In afwijking van lid 1 kan bij oprichting bij elektronische notariële akte geen andere inbreng dan in geld overeen worden gekomen."
"BurgelijkWetboek02","Indien inbreng anders dan in geld is overeengekomen, moet hetgeen wordt ingebracht naar economische maatstaven kunnen worden gewaardeerd. Een recht op het verrichten van werk of diensten kan niet worden ingebracht."
"BurgelijkWetboek02","Inbreng anders dan in geld moet onverwijld geschieden na het nemen van het aandeel of na de dag waartegen een bijstorting is uitgeschreven of waarop zij is overeengekomen."
"BurgelijkWetboek02","De statuten kunnen met betrekking tot alle aandelen of aandelen van een bepaalde soort of aanduiding:"
"BurgelijkWetboek02","bepalen dat verplichtingen van verbintenisrechtelijke aard, jegens de vennootschap of derden of tussen aandeelhouders, aan het aandeelhouderschap zijn verbonden;"
"BurgelijkWetboek02","eisen verbinden aan het aandeelhouderschap;"
"BurgelijkWetboek02","bepalen dat de aandeelhouder in gevallen, in de statuten omschreven, gehouden is zijn aandelen of een deel daarvan aan te bieden en over te dragen."
"BurgelijkWetboek02","Een in de vorige zin onder a, b of c bedoelde verplichting of eis kan niet, ook niet onder voorwaarde of tijdsbepaling, tegen de wil van de aandeelhouder worden opgelegd."
"BurgelijkWetboek02","De statuten kunnen bepalen dat de inwerkingtreding van een statutaire verplichting of eis als bedoeld in lid 1 onder a, b of c, afhankelijk is van een besluit van een daartoe in de statuten aangewezen orgaan van de vennootschap. De statuten kunnen voorts bepalen dat een daartoe in de statuten aangewezen orgaan van de vennootschap ontheffing kan verlenen van een statutaire verplichting of eis."
"BurgelijkWetboek02","Een regeling als bedoeld in lid 1 onder c dient zodanig te zijn dat de aandeelhouder die dit verlangt een prijs ontvangt, gelijk aan de waarde van zijn aandeel of aandelen, vastgesteld door een of meer onafhankelijke deskundigen. De statuten kunnen voorzien in een van de vorige zin afwijkende prijsbepalingsregeling. Een dergelijke afwijkende regeling kan aan een aandeelhouder niet tegen zijn wil worden opgelegd."
"BurgelijkWetboek02","De statuten kunnen bepalen dat zolang een aandeelhouder een statutaire verplichting niet nakomt of niet aan een statutaire eis voldoet, het stemrecht, het recht op uitkeringen of het vergaderrecht is opgeschort. Indien een aandeelhouder een of meer van de in de vorige zin genoemde rechten niet kan uitoefenen en de aandeelhouder niet gehouden is zijn aandelen aan te bieden en over te dragen, vervalt de opschorting wanneer de vennootschap niet binnen drie maanden na een verzoek daartoe van de aandeelhouder gegadigden heeft aangewezen aan wie hij al zijn aandelen zal kunnen overdragen volgens een regeling in de statuten. Lid 3 is van overeenkomstige toepassing. Een opschorting van rechten vervalt, indien de opschorting tot gevolg heeft dat geen van de aandeelhouders het stemrecht kan uitoefenen."
"BurgelijkWetboek02","De statuten kunnen bepalen dat indien een aandeelhouder niet binnen een bepaalde redelijke termijn een verplichting als bedoeld in lid 1 onder c is nagekomen, de vennootschap onherroepelijk gevolmachtigd is de aandelen aan te bieden en over te dragen. Tot het aanbieden en het leveren van de aandelen is de vennootschap ook bevoegd tijdens het faillissement van de aandeelhouder of het ten aanzien van hem van toepassing verklaren van de schuldsaneringsregeling natuurlijke personen. Wanneer er geen gegadigden zijn aan wie de aandeelhouder zijn ingevolge lid 1 onder c aangeboden aandelen kan overdragen, ontbreekt de volmacht en is de aandeelhouder onherroepelijk van de statutaire verplichting tot aanbieding en overdracht, alsmede van een opschorting van rechten als bedoeld in lid 4, ontheven."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Indien een aandeelhouder, die niet gebonden is aan een statutaire verplichting of eis als bedoeld in artikel 192 lid 1, zijn aandelen wil vervreemden, maar overdracht van de aandelen in verband met de gebondenheid van de verkrijger aan die verplichting of eis onmogelijk of uiterst bezwaarlijk is, kan hij de vennootschap verzoeken om gegadigden aan te wijzen aan wie hij al zijn aandelen zal kunnen overdragen volgens een regeling in de statuten. Op deze regeling is artikel 192 lid 3 van overeenkomstige toepassing. Indien de vennootschap niet binnen drie maanden na het verzoek gegadigden heeft aangewezen, kan de aandeelhouder binnen zes maanden na het verstrijken van deze termijn zijn aandelen aan een ander overdragen en is de verkrijger van de aandelen niet gebonden aan de statutaire verplichting of eis."
"BurgelijkWetboek02","Lid 1 is van overeenkomstige toepassing indien overdracht van aandelen onmogelijk of uiterst bezwaarlijk is in verband met de gebondenheid van de verkrijger aan een statutaire prijsbepalingsregeling waaraan de aandeelhouder niet is gebonden."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","De vereffenaar van een vennootschap en, in geval van faillissement, de curator, zijn bevoegd tot uitschrijving en inning van alle nog niet gedane verplichte stortingen op de aandelen. Deze bevoegdheid geldt onverschillig hetgeen bij de statuten daaromtrent is bepaald of op grond van artikel 191 lid 1 is bedongen, met dien verstande dat indien bedongen is dat een storting plaatsvindt op een tijdstip na de dag van de faillietverklaring, volstaan kan worden met voldoening van de contante waarde daarvan op de dag van de faillietverklaring."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Het bestuur van de vennootschap houdt een register waarin de namen en adressen van alle aandeelhouders zijn opgenomen, met vermelding van de datum waarop zij de aandelen hebben verkregen, de datum van de erkenning of betekening, de soort of de aanduiding van de aandelen, alsmede van het op ieder aandeel gestorte bedrag. Indien een aandeelhouder niet gebonden is aan een statutaire verplichting of eis als bedoeld in artikel 192 lid 1, wordt dat vermeld. In het register worden opgenomen de namen en adressen van hen die een recht van vruchtgebruik of pandrecht op aandelen hebben, met vermelding van de datum waarop zij het recht hebben verkregen, de datum van erkenning of betekening, alsmede met vermelding welke aan de aandelen verbonden rechten hun toekomen. In het register worden opgenomen de namen en adressen van de houders van certificaten van aandelen waaraan vergaderrecht is verbonden, met vermelding van de datum waarop het vergaderrecht aan hun certificaat is verbonden en de datum van erkenning of betekening."
"BurgelijkWetboek02","Het register wordt regelmatig bijgehouden; daarin wordt mede aangetekend elk verleend ontslag van aansprakelijkheid voor nog niet gedane stortingen."
"BurgelijkWetboek02","Aandeelhouders en anderen van wie gegevens ingevolge lid 1 in het register moeten worden opgenomen, verschaffen aan het bestuur tijdig de nodige gegevens."
"BurgelijkWetboek02","Het bestuur verstrekt desgevraagd aan een aandeelhouder, een vruchtgebruiker, een pandhouder en een houder van een certificaat van een aandeel waaraan bij of krachtens de statuten vergaderrecht is verbonden om niet een uittreksel uit het register met betrekking tot zijn recht op een aandeel of certificaat van een aandeel. Rust op het aandeel een recht van vruchtgebruik of een pandrecht, dan vermeldt het uittreksel aan wie de in de artikelen 197, 198 en 227 bedoelde rechten toekomen."
"BurgelijkWetboek02","Het bestuur legt het register ten kantore van de vennootschap ter inzage van de aandeelhouders, de vruchtgebruikers en pandhouders aan wie de in artikel 227 lid 2 bedoelde rechten toekomen en de houders van certificaten van aandelen waaraan bij of krachtens de statuten vergaderrecht is verbonden. De gegevens van het register omtrent niet-volgestorte aandelen zijn ter inzage van een ieder; afschrift of uittreksel van deze gegevens wordt ten hoogste tegen kostprijs verstrekt."
"BurgelijkWetboek02","Artikelen V.1 en V.2 van Stb. 2012/300 bevatten overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Tenzij de statuten anders bepalen is voor een geldige overdracht van aandelen vereist dat de aandeelhouder die een of meer aandelen wil vervreemden, deze eerst aanbiedt aan zijn mede-aandeelhouders naar evenredigheid van het aantal aandelen dat ten tijde van de aanbieding door ieder van hen wordt gehouden. Aan houders van aandelen van een bepaalde soort of aanduiding waaraan ingevolge een statutaire regeling geen stemrecht of recht op deling in de winst of reserves toekomt, kunnen ingevolge de vorige zin slechts aandelen van dezelfde soort of aanduiding worden aangeboden, tenzij in de statuten anders is bepaald. De aandeelhouder ontvangt, indien hij dit verlangt, van de mede-aandeelhouders een prijs, gelijk aan de waarde van zijn aandeel of aandelen, vastgesteld door een of meer onafhankelijke deskundigen. Indien vaststaat dat niet al de aandelen waarop het aanbod betrekking heeft tegen contante betaling worden gekocht, zal de aanbieder de aandelen binnen drie maanden na die vaststelling vrijelijk mogen overdragen."
"BurgelijkWetboek02","De overdracht krachtens legaat geldt voor de toepassing van lid 1 als een overdracht door de erflater."
"BurgelijkWetboek02","De overdraagbaarheid van aandelen kan bij de statuten voor een bepaalde termijn worden uitgesloten. Een overdracht in strijd met een statutaire uitsluiting is ongeldig. Voor een statutaire regeling als bedoeld in de eerste zin is de instemming vereist van alle houders van aandelen waarop de uitsluiting van de overdraagbaarheid betrekking heeft."
"BurgelijkWetboek02","De overdraagbaarheid van aandelen kan bij de statuten ook op andere wijze dan overeenkomstig lid 1 of lid 3 worden beperkt. Een overdracht in strijd met een statutaire beperking is ongeldig. Een dergelijke statutaire regeling dient zodanig te zijn dat een aandeelhouder die zijn aandelen wil overdragen, indien hij dit verlangt, een prijs ontvangt, gelijk aan de waarde van zijn aandeel of aandelen, vastgesteld door een of meer onafhankelijke deskundigen. De statuten kunnen voorzien in een van de vorige zin afwijkende prijsbepalingsregeling. Een dergelijke afwijkende regeling kan aan een aandeelhouder niet tegen zijn wil worden opgelegd."
"BurgelijkWetboek02","Bepalingen in de statuten omtrent de overdraagbaarheid van aandelen vinden geen toepassing, indien de overdracht door die bepalingen onmogelijk of uiterst bezwaarlijk is, tenzij dit het gevolg is van een statutaire uitsluiting als bedoeld in lid 3 of een statutaire prijsbepalingsregeling waaraan de aandeelhouder is gebonden."
"BurgelijkWetboek02","Indien de aandeelhouder krachtens de wet tot overdracht van zijn aandeel aan een eerdere houder verplicht is, vindt lid 1, alsmede bepalingen in de statuten omtrent overdraagbaarheid, geen toepassing."
"BurgelijkWetboek02","Ingeval van executoriaal beslag, faillissement, een schuldsaneringsregeling natuurlijke personen, afgifte van een legaat, toedeling uit een gemeenschap of een pandrecht kan de rechter lid 1, alsmede bepalingen in de statuten omtrent overdraagbaarheid, geheel of gedeeltelijk buiten toepassing verklaren. Het verzoek daartoe kan worden gedaan door onderscheidenlijk de executant, de curator, de bewindvoerder, een belanghebbende bij de afgifte van het legaat of de toedeling of de pandhouder. De rechter wijst het verzoek, zonodig in afwijking van artikel 474g, vierde lid, van het Wetboek van Burgerlijke Rechtsvordering, slechts toe indien de belangen van de verzoeker dat bepaaldelijk vorderen en de belangen van anderen daardoor niet onevenredig worden geschaad. De rechter kan bepalen dat de vennootschap aan de executant of de curator inzage moet geven in het register, bedoeld in artikel 194."
"BurgelijkWetboek02","Artikelen V.1 en V.2 van Stb. 2012/300 bevatten overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Voor de uitgifte en levering van een aandeel of de levering van een beperkt recht daarop is vereist een daartoe bestemde ten overstaan van een in Nederland standplaats hebbende notaris verleden akte waarbij de betrokkenen partij zijn. Geen afzonderlijke akte is vereist voor de uitgifte van aandelen die bij de oprichting worden geplaatst."
"BurgelijkWetboek02","Akten van uitgifte of levering moeten vermelden:"
"BurgelijkWetboek02","de titel van de rechtshandeling en op welke wijze het aandeel of het beperkt recht daarop is verkregen;"
"BurgelijkWetboek02","naam, voornamen, geboortedatum, geboorteplaats, woonplaats en adres van de natuurlijke personen die bij de rechtshandeling partij zijn;"
"BurgelijkWetboek02","rechtsvorm, naam, woonplaats en adres van de rechtspersonen die bij de rechtshandeling partij zijn;"
"BurgelijkWetboek02","het aantal en de soort aandelen waarop de rechtshandeling betrekking heeft, alsmede"
"BurgelijkWetboek02","naam, woonplaats en adres van de vennootschap op welker aandelen de rechtshandeling betrekking heeft."
"BurgelijkWetboek02","De levering van een aandeel of de levering van een beperkt recht daarop overeenkomstig artikel 196 lid 1 werkt mede van rechtswege tegenover de vennootschap. Behoudens in het geval dat de vennootschap zelf bij de rechtshandeling partij is, kunnen de aan het aandeel verbonden rechten eerst worden uitgeoefend nadat zij de rechtshandeling heeft erkend of de akte aan haar is betekend overeenkomstig de bepalingen van artikel 196b, dan wel deze heeft erkend door inschrijving in het aandeelhoudersregister als bedoeld in lid 2."
"BurgelijkWetboek02","De vennootschap die kennis draagt van de rechtshandeling als bedoeld in het eerste lid kan, zolang haar geen erkenning daarvan is verzocht noch betekening van de akte aan haar is geschied, die rechtshandeling eigener beweging erkennen door inschrijving van de verkrijger van het aandeel of het beperkte recht in het aandeelhoudersregister. Zij doet daarvan aanstonds bij aangetekende brief mededeling aan de bij de rechtshandeling betrokken partijen met het verzoek alsnog een afschrift of uittreksel als bedoeld in artikel 196b lid 1 aan haar over te leggen. Na ontvangst daarvan plaatst zij, ten bewijze van de erkenning, een aantekening op het stuk op de wijze als in artikel 196b voor de erkenning wordt voorgeschreven; als datum van erkenning wordt de dag van de inschrijving vermeld."
"BurgelijkWetboek02","Indien een rechtshandeling als bedoeld in het eerste lid heeft plaatsgevonden zonder dat dit heeft geleid tot een daarop aansluitende wijziging in het register van aandeelhouders, kan deze noch aan de vennootschap noch aan anderen die te goeder trouw de in het aandeelhoudersregister ingeschreven persoon als aandeelhouder of eigenaar van een beperkt recht op een aandeel hebben beschouwd, worden tegengeworpen."
"BurgelijkWetboek02","Behoudens het bepaalde in artikel 196a lid 2 geschiedt de erkenning in de akte dan wel op grond van overlegging van een notarieel afschrift of uittreksel van de akte."
"BurgelijkWetboek02","Bij erkenning op grond van overlegging van een notarieel afschrift of uittreksel wordt een gedagtekende verklaring geplaatst op het overgelegde stuk."
"BurgelijkWetboek02","De betekening geschiedt van een notarieel afschrift of uittreksel van de akte."
"BurgelijkWetboek02","De artikelen 196a en 196b zijn van overeenkomstige toepassing met betrekking tot de levering van een certificaat van een aandeel waaraan vergaderrecht is verbonden, met dien verstande dat de in artikel 196b bedoelde overlegging of betekening geschiedt van een afschrift van de akte van levering."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","De bevoegdheid tot het vestigen van vruchtgebruik op een aandeel kan bij de statuten niet worden beperkt of uitgesloten."
"BurgelijkWetboek02","De aandeelhouder heeft het stemrecht op de aandelen waarop een vruchtgebruik is gevestigd."
"BurgelijkWetboek02","In afwijking van het voorgaande lid komt het stemrecht toe aan de vruchtgebruiker, indien dit bij de vestiging van het vruchtgebruik is bepaald of nadien schriftelijk tussen de aandeelhouder en de vruchtgebruiker is overeengekomen en de vruchtgebruiker een persoon is aan wie de aandelen vrijelijk kunnen worden overgedragen. Indien de vruchtgebruiker een persoon is aan wie de aandelen niet vrijelijk kunnen worden overgedragen, komt hem het stemrecht uitsluitend toe, indien dit bij de vestiging van het vruchtgebruik is bepaald of nadien schriftelijk tussen de aandeelhouder en de vruchtgebruiker is overeengekomen, mits zowel deze bepaling als – bij overdracht van het vruchtgebruik – de overgang van het stemrecht is goedgekeurd door een daartoe in de statuten aangewezen orgaan, dan wel – bij ontbreken van zodanige aanwijzing – door de algemene vergadering. Van het bepaalde in de vorige zin kan in de statuten worden afgeweken. Bij een vruchtgebruik als bedoeld in de artikelen 19 en 21 van Boek 4 komt het stemrecht eveneens aan de vruchtgebruiker toe, tenzij bij de vestiging van het vruchtgebruik door partijen of door de kantonrechter op de voet van artikel 23 lid 4 van Boek 4 anders wordt bepaald. Op de in de eerste en tweede zin bedoelde schriftelijke overeenkomst zijn artikel 196a en artikel 196b van overeenkomstige toepassing."
"BurgelijkWetboek02","De aandeelhouder die vanwege een vruchtgebruik geen stemrecht heeft en de vruchtgebruiker die stemrecht heeft, hebben de rechten die door de wet zijn toegekend aan de houders van certificaten van aandelen waaraan vergaderrecht is verbonden. De vruchtgebruiker die geen stemrecht heeft, heeft deze rechten, indien de statuten dit bepalen en bij de vestiging of overdracht van het vruchtgebruik niet anders is bepaald."
"BurgelijkWetboek02","Uit het aandeel voortspruitende rechten, strekkende tot het verkrijgen van aandelen, komen aan de aandeelhouder toe met dien verstande dat hij de waarde daarvan moet vergoeden aan de vruchtgebruiker, voor zover deze krachtens zijn recht van vruchtgebruik daarop aanspraak heeft."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Op aandelen kan pandrecht worden gevestigd, indien de statuten niet anders bepalen."
"BurgelijkWetboek02","De aandeelhouder heeft het stemrecht op de verpande aandelen."
"BurgelijkWetboek02","In afwijking van het voorgaande lid komt het stemrecht toe aan de pandhouder, indien dit, al dan niet onder opschortende voorwaarde, bij de vestiging van het pandrecht is bepaald of nadien schriftelijk tussen de aandeelhouder en de pandhouder is overeengekomen en de pandhouder een persoon is, aan wie de aandelen vrijelijk kunnen worden overgedragen. Indien de pandhouder een persoon is aan wie de aandelen niet vrijelijk kunnen worden overgedragen, komt hem het stemrecht uitsluitend toe, indien dit, al dan niet onder opschortende voorwaarde, bij de vestiging van het pandrecht is bepaald of nadien schriftelijk tussen de aandeelhouder en de pandhouder is overeengekomen, mits zowel deze bepaling als – indien een ander in de rechten van de pandhouder treedt – de overgang van het stemrecht is goedgekeurd door een daartoe in de statuten aangewezen orgaan, dan wel – bij ontbreken van zodanige aanwijzing – door de algemene vergadering. Van het bepaalde in de voorgaande twee zinnen kan in de statuten worden afgeweken. Op de in de eerste en tweede zin bedoelde schriftelijke overeenkomst zijn artikel 196a en artikel 196b van overeenkomstige toepassing."
"BurgelijkWetboek02","De aandeelhouder die vanwege een pandrecht geen stemrecht heeft en de pandhouder die stemrecht heeft, hebben de rechten die door de wet zijn toegekend aan de houders van certificaten van aandelen waaraan vergaderrecht is verbonden. De pandhouder die geen stemrecht heeft, heeft deze rechten indien de statuten dit bepalen en bij de vestiging of overgang van het pandrecht niet anders is bepaald."
"BurgelijkWetboek02","Bij de vestiging van het pandrecht kan worden bepaald dat artikel 196a lid 2 buiten toepassing blijft. Alsdan zijn de leden 3 en 4 van artikel 239 van Boek 3 van overeenkomstige toepassing, waarbij erkenning door of betekening aan de vennootschap in de plaats treedt van de in die bepaling bedoelde mededeling."
"BurgelijkWetboek02","Een statutaire regeling ten aanzien van de vervreemding en de overdracht van aandelen is van toepassing op de vervreemding en overdracht van de aandelen door de pandhouder of de verblijving van de aandelen aan de pandhouder, met dien verstande dat de pandhouder alle ten aanzien van vervreemding en overdracht aan de aandeelhouder toekomende rechten uitoefent en diens verplichtingen ter zake nakomt."
"BurgelijkWetboek02","Na overdracht of toedeling van een niet volgestort aandeel blijft ieder van de vorige aandeelhouders voor het daarop nog te storten bedrag hoofdelijk jegens de vennootschap aansprakelijk. Het bestuur kan te zamen met de raad van commissarissen de vorige aandeelhouders bij authentieke of geregistreerde onderhandse akte van verdere aansprakelijkheid ontslaan; in dat geval blijft de aansprakelijkheid niettemin bestaan voor stortingen, uitgeschreven binnen een jaar na de dag waarop de authentieke akte is verleden of de onderhandse is geregistreerd."
"BurgelijkWetboek02","Indien een vorige aandeelhouder betaalt, treedt hij in de rechten die de vennootschap tegen latere houders heeft."
"BurgelijkWetboek02","Voor zover bij de statuten niet anders is bepaald, zijn aan alle aandelen in verhouding tot hun bedrag gelijke rechten en verplichtingen verbonden."
"BurgelijkWetboek02","De vennootschap moet de aandeelhouders onderscheidenlijk certificaathouders die zich in gelijke omstandigheden bevinden, op de zelfde wijze behandelen."
"BurgelijkWetboek02","De statuten kunnen bepalen dat aan aandelen van een bepaalde soort of aanduiding bijzondere rechten als in de statuten omschreven inzake de zeggenschap in de vennootschap zijn verbonden."
"BurgelijkWetboek02","Artikel V.1 van Stb. 2012/300 bevat overgangsrecht m.b.t. deze wijziging."
"BurgelijkWetboek02","Treedt volgens Stb. 2012/300 in werking."
"BurgelijkWetboek02","Hij die als aandeelhouder voor eigen rekening ten minste 95% van het geplaatste kapitaal van de vennootschap verschaft en ten minste 95% van de stemrechten in de algemene vergadering kan uitoefenen, kan tegen de gezamenlijke andere aandeelhouders een vordering instellen tot overdracht van hun aandelen aan de eiser. Hetzelfde geldt, indien twee of meer groepsmaatschappijen dit deel van het geplaatste kapitaal samen verschaffen en dit deel van de stemrechten samen kunnen uitoefenen en samen de vordering instellen tot overdracht aan een hunner."
"BurgelijkWetboek02","Over de vordering oordeelt in eerste aanleg de ondernemingskamer van het gerechtshof Amsterdam. Van de uitspraak staat uitsluitend beroep in cassatie open."
"BurgelijkWetboek02","Indien tegen een of meer verweerders verstek is verleend, moet de rechter ambtshalve onderzoeken of de eiser of eisers de vereisten van lid 1 vervullen."
